consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Scott Neal;North Amanda;West;AZ;Golf Discount;TX00146;15/1/2024;Jacket;Adidas Jacket;Adidas;L;Black;1;79.47;79.47;Cash;Yes;Crystal Cannon
Gary Parker;Margaretfort;South;SC;Roger Dunn Golf Shops;TX00147;9/2/2024;Jacket;Puma Jacket;Puma;M;Navy;1;88.82;88.82;Credit Card;Yes;Danielle Reynolds
Renee Williams;Kevinmouth;West;HI;2nd Swing Golf;TX00148;2/11/2023;Jacket;Under Armour Jacket;Under Armour;S;Black;1;57.01;57.01;Debit Card;Yes;Antonio Lewis
Dr. James Armstrong;New Jacobville;West;WY;Ashworth;TX00149;2/8/2025;Pants;Under Armour Pants;Under Armour;XXL;Gray;2;119.32;238.64;Gift Card;No;Maria Wilkins
Amber Kim;East Luis;West;OR;Bad Birdie;TX00150;26/11/2024;Jacket;Peter Millar Jacket;Peter Millar;S;Gray;1;83.63;83.63;PayPal;No;James Haley
Anthony Edwards;Tracyborough;South;DC;PGA Tour Superstore;TX00151;21/4/2024;Jacket;Adidas Jacket;Adidas;M;Gray;2;29.71;59.42;PayPal;No;James Le
Christopher Ward;South Krystalmouth;Northeast;CT;Peter Millar;TX00152;28/12/2024;Pants;Bad Birdie Pants;Bad Birdie;L;Beige;3;136.99;410.97;Cash;Yes;Rachel Manning
Richard Jackson;Lake Deanfort;Midwest;SD;Bad Birdie;TX00153;24/8/2025;Visor;Under Armour Visor;Under Armour;XS;Gray;1;126.38;126.38;PayPal;Yes;Dr. Alicia Howard
Kevin Porter;Jenkinsshire;South;AR;Peter Millar;TX00154;28/11/2023;Shorts;Nike Shorts;Nike;S;Gray;2;90.52;181.04;Gift Card;Yes;Michelle Todd
Karen Mosley;Richardstad;South;GA;2nd Swing Golf;TX00155;20/4/2024;Dress;Bad Birdie Dress;Bad Birdie;L;Red;3;99.75;299.25;PayPal;Yes;Thomas Davis
David Banks;West Cherylfort;South;TX;Golf Galaxy;TX00156;16/1/2025;Cap;Ashworth Cap;Ashworth;M;Navy;3;35.2;105.6;Debit Card;No;Stephen Olsen
Samantha Lynch;West Deannaville;Midwest;ND;Peter Millar;TX00157;15/6/2024;Cap;Under Armour Cap;Under Armour;XL;Black;3;94.88;284.64;PayPal;Yes;Daniel Rosales
Linda Matthews;Marshallmouth;West;WA;Original Penguin;TX00158;28/8/2024;Pants;Bad Birdie Pants;Bad Birdie;XL;Red;1;70.33;70.33;Debit Card;Yes;Christina Gonzales
Kevin Nichols;West Michael;South;TX;Ashworth;TX00159;22/12/2023;Visor;Puma Visor;Puma;S;Navy;1;34.66;34.66;Credit Card;Yes;Mr. Steven Moore
Peter Chase;Ellistown;West;WA;2nd Swing Golf;TX00160;6/10/2024;Shorts;Bad Birdie Shorts;Bad Birdie;S;Navy;1;128.93;128.93;Gift Card;Yes;Timothy Thornton
Jason Allen;Snyderburgh;West;ID;Golf Discount;TX00161;13/11/2023;Polo;Bad Birdie Polo;Bad Birdie;M;Blue;2;101.33;202.66;Cash;Yes;Michael Bridges
Lisa Cunningham;Derrickland;South;WV;Carl's Golfland;TX00162;31/5/2024;Dress;Original Penguin Dress;Original Penguin;S;Red;3;143.4;430.2;Cash;No;Kathy Campbell
Ashley Allen;Andersonshire;West;HI;Roger Dunn Golf Shops;TX00163;19/7/2024;Cap;Bad Birdie Cap;Bad Birdie;S;Blue;4;42.31;169.24;PayPal;Yes;Gregory Flores
Kevin Johnson;South Mariahville;West;CO;Golf Discount;TX00164;18/6/2024;Jacket;Adidas Jacket;Adidas;XXL;Beige;1;60.64;60.64;Debit Card;No;Claudia Henderson
Daniel Mcdonald;Gonzalezmouth;South;KY;Golf Apparel Shop;TX00165;5/2/2024;Shorts;Bad Birdie Shorts;Bad Birdie;XS;Blue;2;135.59;271.18;Credit Card;No;Jordan Gonzalez
Erik Vaughan;Michaelland;Northeast;MA;Dick's Sporting Goods;TX00166;6/12/2023;Jacket;Puma Jacket;Puma;L;Black;2;53.08;106.16;PayPal;Yes;Eric Santana
Michael Bowen;Martinstad;West;NM;Peter Millar;TX00167;7/10/2024;Jacket;Under Armour Jacket;Under Armour;S;White;2;139.68;279.36;Cash;Yes;Justin Johnson
Paige Smith;Port Brittany;West;WY;Original Penguin;TX00168;25/1/2024;Visor;Original Penguin Visor;Original Penguin;XL;White;1;27.39;27.39;Debit Card;Yes;Kimberly Edwards
Cynthia Suarez;North Ryanview;South;MD;Original Penguin;TX00169;26/12/2024;Cap;Adidas Cap;Adidas;M;Blue;3;40.24;120.72;Debit Card;No;Deborah Miranda
Theresa Swanson;Mandyshire;West;NV;Ashworth;TX00170;15/10/2024;Visor;Adidas Visor;Adidas;XS;Gray;3;92.02;276.06;Gift Card;Yes;Emily Williams
Amanda Odonnell;Edwardside;West;NM;Worldwide Golf Shops;TX00171;31/1/2024;Dress;Bad Birdie Dress;Bad Birdie;XS;Red;1;96.34;96.34;Debit Card;Yes;Aaron Michael
Matthew Edwards;West Noahchester;South;OK;2nd Swing Golf;TX00172;24/1/2025;Pants;Nike Pants;Nike;L;Gray;1;104.47;104.47;PayPal;No;Andrew Richardson
Robert Rush;South Nathan;West;MT;PGA Tour Superstore;TX00173;30/8/2025;Jacket;Adidas Jacket;Adidas;M;Blue;3;107.15;321.45;Credit Card;No;Daniel Guzman
Faith Potts;Lake Chris;Northeast;ME;PGA Tour Superstore;TX00174;23/6/2025;Jacket;Peter Millar Jacket;Peter Millar;XXL;Navy;3;83.09;249.27;Cash;Yes;Emily Decker
Thomas Vaughn MD;Lake Jessica;Northeast;ME;Golf Galaxy;TX00175;8/1/2024;Visor;Nike Visor;Nike;M;Blue;1;123.9;123.9;Credit Card;No;Timothy White
Karen Bennett;Charlesfurt;Midwest;ND;Golf Apparel Shop;TX00176;22/4/2025;Cap;Original Penguin Cap;Original Penguin;M;White;4;48.9;195.6;PayPal;Yes;Mary Roberts
Anthony Parker;Greenemouth;West;CO;2nd Swing Golf;TX00177;29/11/2024;Dress;Adidas Dress;Adidas;M;Pink;2;117.92;235.84;Cash;No;Brittany Arroyo
Mario Farrell;Mackchester;Midwest;MI;Golf Discount;TX00178;26/12/2024;Visor;Peter Millar Visor;Peter Millar;XL;Green;1;115.9;115.9;Credit Card;No;Melinda Lopez
Christopher Jenkins;Lake Ashleytown;West;CA;Worldwide Golf Shops;TX00179;6/12/2023;Dress;Peter Millar Dress;Peter Millar;XS;Black;2;107.62;215.24;PayPal;No;Misty Williams
Matthew Thompson;New Cindyberg;West;CA;Original Penguin;TX00180;4/11/2023;Cap;Under Armour Cap;Under Armour;XXL;Gray;3;80.9;242.7;PayPal;No;Gary Young
Daniel Ware;South Steven;Midwest;KS;Peter Millar;TX00181;18/5/2024;Polo;Adidas Polo;Adidas;XXL;Pink;2;89.15;178.3;Debit Card;Yes;Jonathan Mendez
Tiffany King;Port Erica;Midwest;IL;Bad Birdie;TX00182;6/10/2024;Visor;Nike Visor;Nike;S;Black;1;122.32;122.32;PayPal;No;Ann Carroll
Deborah Smith;Port Amandamouth;South;NC;Bad Birdie;TX00183;13/5/2025;Polo;Under Armour Polo;Under Armour;XXL;Gray;2;71.51;143.02;Credit Card;Yes;Bryan Gamble
Cody Shields;Port Tinaside;South;OK;2nd Swing Golf;TX00184;14/7/2025;Cap;Peter Millar Cap;Peter Millar;XXL;Green;2;145.08;290.16;Credit Card;Yes;Jasmine Valdez
Ronald Morgan;Deanmouth;South;LA;Golf Apparel Shop;TX00185;23/10/2024;Cap;Adidas Cap;Adidas;M;Green;4;80.79;323.16;Gift Card;No;Robert Brown
Thomas Turner;West Codyberg;West;UT;Golf Discount;TX00186;23/5/2025;Skort;Adidas Skort;Adidas;S;Black;2;46.59;93.18;Cash;Yes;Matthew Bishop
Christopher Mullen;Lanechester;West;OR;2nd Swing Golf;TX00187;11/5/2024;Jacket;Adidas Jacket;Adidas;XL;Beige;2;136.43;272.86;Debit Card;Yes;Mckenzie Burke
Scott Murphy;South Melissa;West;AK;2nd Swing Golf;TX00188;7/5/2024;Skort;Adidas Skort;Adidas;S;Navy;1;123.81;123.81;Credit Card;No;Cameron Zimmerman
Larry Shields;Jordanborough;South;MD;Bad Birdie;TX00189;15/12/2023;Jacket;Original Penguin Jacket;Original Penguin;XL;Navy;3;135.54;406.62;Credit Card;No;Cynthia Price
Karla Johnson;Weaverburgh;South;SC;Original Penguin;TX00190;2/3/2025;Visor;Bad Birdie Visor;Bad Birdie;L;Black;1;146.56;146.56;Credit Card;No;Michael Burton
Miranda Hernandez;New Michaelstad;South;AL;Peter Millar;TX00191;9/2/2024;Jacket;Under Armour Jacket;Under Armour;XL;Navy;1;79.09;79.09;Credit Card;Yes;Gregory Gutierrez
Patrick Brown;Port Anthonytown;South;OK;Worldwide Golf Shops;TX00192;10/4/2024;Dress;Under Armour Dress;Under Armour;S;Red;3;53.19;159.57;Gift Card;No;Megan Mcdonald
Joshua Ingram;Lake Gina;Northeast;RI;Roger Dunn Golf Shops;TX00193;22/11/2023;Skort;Ashworth Skort;Ashworth;S;Green;3;91.69;275.07;Gift Card;Yes;Michelle Wright
Lindsey Wolf;Myersland;South;DC;Bad Birdie;TX00194;23/12/2023;Shorts;Under Armour Shorts;Under Armour;XXL;Red;3;30.16;90.48;Credit Card;Yes;Holly Huber
Jacob Melton;South Dawnport;Northeast;PA;Peter Millar;TX00195;20/1/2025;Dress;Puma Dress;Puma;XL;Pink;3;104.88;314.64;Cash;No;Sandra Patel
Catherine Williamson;Scottstad;West;CO;Roger Dunn Golf Shops;TX00196;25/11/2023;Visor;Puma Visor;Puma;XXL;Pink;2;81.7;163.4;Credit Card;Yes;Stephen Richards IV
Randy King;North Loriside;South;KY;Dick's Sporting Goods;TX00197;16/7/2025;Visor;Original Penguin Visor;Original Penguin;S;Red;3;42.97;128.91;PayPal;No;Shannon Robertson
Katherine Pearson;Palmerhaven;South;SC;Worldwide Golf Shops;TX00198;19/3/2024;Jacket;Adidas Jacket;Adidas;M;Blue;2;40.33;80.66;Cash;Yes;Travis Jackson
Carla Hardy;Waynechester;Midwest;IL;Golf Galaxy;TX00199;17/12/2023;Polo;Ashworth Polo;Ashworth;L;Pink;1;145.35;145.35;Debit Card;No;Erin Hicks
Andrew White;New Sarahstad;South;DE;Original Penguin;TX00200;23/2/2024;Jacket;Puma Jacket;Puma;S;Gray;3;83.36;250.08;PayPal;No;Nicholas Ramirez
Francisco West;East Allison;Northeast;NJ;Golf Galaxy;TX00201;15/6/2024;Cap;Original Penguin Cap;Original Penguin;S;Blue;4;69.12;276.48;Credit Card;No;Phillip Haney
Eric Hicks;North Michelletown;South;LA;Bad Birdie;TX00202;9/12/2024;Visor;Ashworth Visor;Ashworth;XL;White;1;78.88;78.88;PayPal;No;Kimberly Macdonald DVM
Robert Gonzalez;Marieburgh;West;WY;Dick's Sporting Goods;TX00203;22/8/2025;Jacket;Nike Jacket;Nike;L;White;3;95.24;285.72;PayPal;No;Gerald Mclaughlin
Kayla French;Browntown;Northeast;CT;Dick's Sporting Goods;TX00204;4/8/2024;Visor;Ashworth Visor;Ashworth;XL;Black;1;146.9;146.9;Cash;No;Mrs. Kelly White MD
Stacy Harris;Alexandraburgh;West;AK;2nd Swing Golf;TX00205;11/5/2024;Jacket;Under Armour Jacket;Under Armour;S;Beige;2;87.52;175.04;Credit Card;Yes;Christopher Clark
Cheryl Lynch;East Sheilaton;Northeast;ME;Original Penguin;TX00206;2/11/2024;Jacket;Original Penguin Jacket;Original Penguin;XL;Gray;1;100.79;100.79;Gift Card;Yes;Francisco Berg
Vincent Cervantes;Madisonmouth;Midwest;SD;Bad Birdie;TX00207;1/2/2025;Jacket;Under Armour Jacket;Under Armour;L;Green;3;67.06;201.18;Gift Card;No;Wendy Boyer
Kayla Thompson;Vanessaborough;West;NM;Bad Birdie;TX00208;25/7/2025;Dress;Original Penguin Dress;Original Penguin;XS;Red;2;109.24;218.48;Cash;No;Tanya Turner
Jasmine Johnson;Loriside;West;AK;Original Penguin;TX00209;25/4/2025;Polo;Original Penguin Polo;Original Penguin;M;Blue;3;31.43;94.29;Cash;Yes;Brooke Harrison
Andrea Lawrence;West Donna;South;OK;Peter Millar;TX00210;31/7/2024;Cap;Under Armour Cap;Under Armour;XXL;Blue;2;96.58;193.16;Credit Card;Yes;Janice Hardin
Jesse Mills;North Angelfort;Northeast;NJ;Golf Discount;TX00211;16/11/2024;Jacket;Bad Birdie Jacket;Bad Birdie;S;Pink;3;50.5;151.5;Gift Card;No;Tammy Oliver
Jennifer Smith;Michellechester;West;MT;Original Penguin;TX00212;11/2/2025;Polo;Under Armour Polo;Under Armour;XL;Blue;3;65.64;196.92;Cash;No;Cheyenne Clay
Julian King;New Jeffrey;Midwest;SD;Worldwide Golf Shops;TX00213;9/9/2024;Visor;Peter Millar Visor;Peter Millar;XL;Red;3;121.51;364.53;PayPal;No;Laura Morales
David Nichols;Traciside;Midwest;WI;Carl's Golfland;TX00214;18/5/2025;Dress;Ashworth Dress;Ashworth;S;Green;2;113.12;226.24;Cash;No;Megan Gallagher
Douglas Wood;West John;South;MS;2nd Swing Golf;TX00215;16/3/2024;Dress;Ashworth Dress;Ashworth;XS;Beige;2;136.98;273.96;Cash;No;Roger Walsh
Cory Gallagher;Klineshire;West;HI;Ashworth;TX00216;11/9/2024;Shorts;Ashworth Shorts;Ashworth;XS;Green;3;34.89;104.67;Cash;No;Jose Sawyer
Dwayne Jimenez;South Madisonborough;West;MT;Golf Discount;TX00217;22/10/2023;Skort;Puma Skort;Puma;XL;Green;3;112.03;336.09;Debit Card;Yes;David Coffey
Amy Murray;North Justin;West;AZ;Original Penguin;TX00218;10/8/2025;Skort;Puma Skort;Puma;XS;Beige;1;104.75;104.75;Credit Card;Yes;Jon Adams
Julie Benitez;Port Emilyfurt;South;VA;2nd Swing Golf;TX00219;29/10/2024;Visor;Adidas Visor;Adidas;XXL;Navy;1;145.57;145.57;Debit Card;No;Darlene Miller
Mrs. Phyllis Lutz DVM;Brendahaven;West;CO;Golf Discount;TX00220;9/12/2023;Visor;Puma Visor;Puma;M;Red;2;105.75;211.5;Credit Card;Yes;Tammy Dawson
Sharon Green;North Kevinmouth;South;WV;Original Penguin;TX00221;12/12/2023;Polo;Under Armour Polo;Under Armour;L;Navy;1;149.66;149.66;Cash;No;Jessica Wallace
Anna Powell;North Michelefurt;Midwest;MI;Original Penguin;TX00222;24/12/2023;Dress;Nike Dress;Nike;XS;Green;3;100.36;301.08;PayPal;No;Kristine Haynes
John Morgan;South Edward;South;AL;Peter Millar;TX00223;9/8/2025;Visor;Under Armour Visor;Under Armour;XL;Gray;2;49.11;98.22;Credit Card;No;Emily Taylor
Philip Miller;East John;Midwest;OH;Original Penguin;TX00224;7/2/2025;Visor;Ashworth Visor;Ashworth;XXL;Navy;1;117.09;117.09;PayPal;Yes;Jacob Lewis
Amanda Smith;Lake Ryan;Midwest;MI;Bad Birdie;TX00225;6/5/2025;Cap;Bad Birdie Cap;Bad Birdie;XL;Red;2;75.11;150.22;Credit Card;Yes;Philip Beasley
Jeffrey Brown;Deanburgh;Northeast;ME;Golf Discount;TX00226;27/5/2025;Jacket;Puma Jacket;Puma;XS;Green;2;54.45;108.9;PayPal;No;Laurie Underwood
Jennifer Chambers;Douglasburgh;Midwest;ND;Bad Birdie;TX00227;29/10/2024;Polo;Ashworth Polo;Ashworth;XXL;Red;3;54.55;163.65;Credit Card;No;Mark Mclean
Kevin Rojas;Snowhaven;Midwest;ND;Worldwide Golf Shops;TX00228;4/2/2024;Cap;Ashworth Cap;Ashworth;XXL;Black;4;139.53;558.12;PayPal;No;Annette Williams
Brian Boyle;Garybury;West;AZ;Carl's Golfland;TX00229;16/2/2024;Skort;Under Armour Skort;Under Armour;L;Navy;2;118.48;236.96;Gift Card;No;Jacob Taylor
Thomas Bennett;South Sherribury;South;VA;Original Penguin;TX00230;5/10/2023;Visor;Puma Visor;Puma;S;Black;3;80.85;242.55;PayPal;Yes;Tammy Keller
Victoria Donaldson;Littleburgh;South;DE;Golf Galaxy;TX00231;9/2/2025;Polo;Puma Polo;Puma;XL;Beige;1;45.58;45.58;Gift Card;No;Ann Anderson
Jay Smith;New Gregory;Northeast;VT;Peter Millar;TX00232;10/1/2024;Skort;Original Penguin Skort;Original Penguin;XS;Beige;2;126.1;252.2;Cash;Yes;Mark Smith
Joshua Blair;Ayalachester;South;AR;Dick's Sporting Goods;TX00233;25/12/2024;Visor;Nike Visor;Nike;XL;Gray;3;125.87;377.61;Credit Card;No;Tyler Hunter
Nathan Brown;South Katherineland;Midwest;IN;PGA Tour Superstore;TX00234;19/2/2025;Skort;Adidas Skort;Adidas;XS;Pink;2;112.56;225.12;Gift Card;Yes;Keith Perry
Andrew Garcia;East Maria;Northeast;CT;Golf Discount;TX00235;4/12/2024;Polo;Ashworth Polo;Ashworth;L;Navy;1;120.74;120.74;Cash;No;Robert Quinn
Danielle Dominguez;Marshstad;South;NC;Golf Discount;TX00236;4/7/2025;Cap;Bad Birdie Cap;Bad Birdie;XS;Beige;2;106.7;213.4;PayPal;Yes;James Schneider
Angela Garcia;Francisport;Midwest;MI;Golf Apparel Shop;TX00237;23/1/2025;Cap;Under Armour Cap;Under Armour;XXL;Blue;2;119.53;239.06;PayPal;No;Jerry Crawford
Sandra Allen;South Laurenland;West;OR;Original Penguin;TX00238;19/12/2023;Cap;Bad Birdie Cap;Bad Birdie;S;Blue;3;68.28;204.84;PayPal;Yes;Kenneth Bell
Taylor Cole;North Jacobburgh;West;ID;Ashworth;TX00239;13/7/2025;Pants;Nike Pants;Nike;XXL;Pink;3;120.77;362.31;Credit Card;Yes;Sandra Lopez
Christine Maynard;Pattersonborough;Midwest;MN;Golf Galaxy;TX00240;2/2/2024;Pants;Nike Pants;Nike;L;White;1;117.58;117.58;Cash;No;Alicia Peterson
Eric White;Terryberg;Midwest;IA;Golf Apparel Shop;TX00241;15/9/2025;Skort;Nike Skort;Nike;S;Beige;2;54.28;108.56;Gift Card;No;Elizabeth Stevens
Travis Wall;Smithburgh;South;DE;Bad Birdie;TX00242;14/1/2025;Jacket;Puma Jacket;Puma;M;Navy;3;90.17;270.51;Cash;No;Nichole Gray
Troy Wright MD;Lake Shari;Midwest;KS;PGA Tour Superstore;TX00243;10/8/2025;Shorts;Bad Birdie Shorts;Bad Birdie;XL;Gray;1;146.55;146.55;Cash;No;Craig Espinoza
Kevin Wilkerson;New Heatherstad;West;UT;Dick's Sporting Goods;TX00244;29/5/2025;Cap;Under Armour Cap;Under Armour;M;Pink;2;119.31;238.62;Cash;Yes;William Myers
Michaela Monroe;New Colleen;Midwest;IA;Roger Dunn Golf Shops;TX00245;18/9/2025;Shorts;Original Penguin Shorts;Original Penguin;XS;Beige;2;145.98;291.96;Gift Card;Yes;George Murphy
Carl Carter;North Kayleeville;South;NC;Carl's Golfland;TX00246;26/4/2024;Dress;Puma Dress;Puma;M;Black;2;130.9;261.8;Credit Card;Yes;Jennifer Walton
Amanda Lewis;Lake Paula;Northeast;MA;Roger Dunn Golf Shops;TX00247;13/2/2024;Cap;Nike Cap;Nike;XS;Blue;4;115.55;462.2;Gift Card;Yes;Susan Gibson
Eric Marshall;Josephberg;South;MS;Carl's Golfland;TX00248;13/4/2025;Jacket;Ashworth Jacket;Ashworth;XS;Blue;1;145.27;145.27;Credit Card;No;Michael Phillips
Mr. Christian Hunter MD;Harrisberg;Midwest;MO;Original Penguin;TX00249;18/3/2024;Skort;Bad Birdie Skort;Bad Birdie;S;Beige;2;121.95;243.9;Cash;No;Michelle Johnson
Devin Hartman;Laurachester;South;WV;Peter Millar;TX00250;3/3/2025;Jacket;Ashworth Jacket;Ashworth;M;Red;3;135.36;406.08;Cash;Yes;Joshua Knight
Hector Walker;West Richardview;West;ID;Golf Discount;TX00251;10/11/2023;Jacket;Puma Jacket;Puma;M;Red;2;30.72;61.44;Debit Card;Yes;Nathan Baker
Justin Benjamin;Hernandeztown;Northeast;NJ;Roger Dunn Golf Shops;TX00252;2/10/2023;Cap;Ashworth Cap;Ashworth;S;Blue;3;53.76;161.28;Gift Card;Yes;Jim Jefferson
Angel Jackson;North Eric;South;LA;Golf Apparel Shop;TX00253;5/11/2023;Jacket;Ashworth Jacket;Ashworth;L;Gray;2;46.04;92.08;PayPal;Yes;Anthony Johnson
Timothy Young;Bettyview;Northeast;ME;Original Penguin;TX00254;8/8/2025;Visor;Under Armour Visor;Under Armour;XL;White;3;29.24;87.72;Credit Card;Yes;Charles Weiss
Michael Lane;Lake Andre;West;WY;PGA Tour Superstore;TX00255;13/7/2025;Cap;Under Armour Cap;Under Armour;XXL;Blue;2;113.41;226.82;Credit Card;Yes;Elizabeth Mercer
Brenda Larsen DVM;West Julie;South;AR;Golf Discount;TX00256;16/9/2024;Jacket;Nike Jacket;Nike;XL;Gray;3;85.99;257.97;Credit Card;No;Melinda Brown
Patricia Hernandez;Evansland;Northeast;NY;PGA Tour Superstore;TX00257;22/9/2023;Dress;Ashworth Dress;Ashworth;XS;Beige;3;109.26;327.78;Debit Card;Yes;Nicholas Wong
Dillon Richmond;Kathrynport;Northeast;NH;Golf Apparel Shop;TX00258;25/1/2025;Shorts;Puma Shorts;Puma;S;Beige;2;126.91;253.82;PayPal;No;Danny Maldonado
Larry Conner;Port Richard;Northeast;RI;2nd Swing Golf;TX00259;22/1/2024;Cap;Original Penguin Cap;Original Penguin;XL;Blue;4;53.24;212.96;Credit Card;Yes;Michelle Garcia
Ronald Smith;Reillyside;Northeast;RI;Dick's Sporting Goods;TX00260;12/4/2025;Cap;Bad Birdie Cap;Bad Birdie;XL;Gray;2;104.6;209.2;Debit Card;Yes;Laurie Clark
Joyce Dixon;Morseshire;South;LA;Dick's Sporting Goods;TX00261;20/8/2025;Jacket;Adidas Jacket;Adidas;XL;White;1;51.44;51.44;Gift Card;No;Heather Hawkins
Sarah Johnson;Loweryside;Midwest;KS;PGA Tour Superstore;TX00262;15/5/2025;Pants;Ashworth Pants;Ashworth;XL;White;1;141.11;141.11;PayPal;Yes;Edward Jennings
Crystal Morris;Lake Christopher;Midwest;MN;Bad Birdie;TX00263;3/3/2024;Shorts;Bad Birdie Shorts;Bad Birdie;XS;Green;1;95.5;95.5;Gift Card;No;Micheal Costa
Nathan Barber;Carterchester;West;OR;Golf Apparel Shop;TX00264;3/4/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XXL;Navy;3;115.53;346.59;Gift Card;No;Jennifer Miles
Maria Taylor;West Mary;Northeast;MA;Golf Galaxy;TX00265;30/1/2024;Cap;Puma Cap;Puma;XS;Red;4;121.14;484.56;Gift Card;No;Natalie Young
Adam Elliott;Millerfurt;West;HI;2nd Swing Golf;TX00266;8/4/2025;Polo;Ashworth Polo;Ashworth;L;Gray;1;69.49;69.49;Cash;No;Angela Aguirre
Eric Mcclure;Port Seth;Midwest;MI;Peter Millar;TX00267;12/1/2024;Cap;Adidas Cap;Adidas;XL;Green;2;114.15;228.3;Credit Card;No;Shawn Hickman
Evelyn Adams;Longfort;Midwest;IL;Dick's Sporting Goods;TX00268;9/2/2025;Shorts;Bad Birdie Shorts;Bad Birdie;M;Red;1;36.45;36.45;PayPal;No;Christine Hunt
Samuel Keller;Cynthiafurt;South;GA;Ashworth;TX00269;30/8/2024;Dress;Adidas Dress;Adidas;S;Black;1;78.88;78.88;Gift Card;No;Larry Martin
Mrs. Alyssa Finley MD;Port Ashley;Northeast;NH;PGA Tour Superstore;TX00270;31/10/2024;Pants;Peter Millar Pants;Peter Millar;XL;Black;3;99.77;299.31;PayPal;No;Dustin Parker
Julia Lewis;Wigginsport;Northeast;NY;Roger Dunn Golf Shops;TX00271;4/11/2023;Cap;Bad Birdie Cap;Bad Birdie;XS;Beige;2;96.51;193.02;Debit Card;No;Nicholas King
Ricardo Davis;Sarahbury;Midwest;OH;Worldwide Golf Shops;TX00272;29/12/2023;Dress;Ashworth Dress;Ashworth;M;Gray;1;32.92;32.92;Cash;No;Ashley Allen
David Carroll;Johnshire;South;VA;Roger Dunn Golf Shops;TX00273;8/4/2025;Visor;Adidas Visor;Adidas;M;Green;1;115.12;115.12;Cash;Yes;Carmen Rojas
Geoffrey Jenkins;Port Patricia;South;AL;Golf Galaxy;TX00274;10/10/2024;Shorts;Ashworth Shorts;Ashworth;XS;Pink;2;130.21;260.42;Cash;No;Denise Ward
Terry Collier;Nashhaven;South;KY;2nd Swing Golf;TX00275;7/12/2023;Cap;Under Armour Cap;Under Armour;M;Red;4;143.42;573.68;Debit Card;No;Ryan Howard
Arthur Black;Nicholsonshire;Midwest;SD;Worldwide Golf Shops;TX00276;10/5/2024;Cap;Peter Millar Cap;Peter Millar;M;Gray;4;122.76;491.04;PayPal;No;Scott Johnson
Ms. Christina Lozano MD;Mckenzietown;Midwest;KS;Ashworth;TX00277;1/3/2025;Cap;Peter Millar Cap;Peter Millar;XS;Blue;4;149.67;598.68;Debit Card;Yes;Tyler Smith
Stephanie Hayes;Port Antoniohaven;West;ID;Golf Discount;TX00278;31/10/2023;Skort;Original Penguin Skort;Original Penguin;M;Black;2;109.13;218.26;Debit Card;No;Jeffrey Sparks
Alicia Davis;Marshallton;Midwest;MO;Roger Dunn Golf Shops;TX00279;23/12/2023;Shorts;Bad Birdie Shorts;Bad Birdie;L;Black;2;148.85;297.7;Cash;No;Christopher Harris
Taylor Anderson;Huntfort;South;WV;Golf Apparel Shop;TX00280;5/6/2025;Cap;Nike Cap;Nike;M;Beige;4;104.78;419.12;Credit Card;Yes;Kimberly Smith
Devon Wilson;Harringtonside;West;HI;Carl's Golfland;TX00281;13/10/2024;Jacket;Under Armour Jacket;Under Armour;XXL;White;3;147.96;443.88;Cash;No;Paul Chapman
Nicole Fisher;Brownville;West;AK;Dick's Sporting Goods;TX00282;1/8/2025;Pants;Nike Pants;Nike;XS;Green;1;88.84;88.84;Gift Card;Yes;Nathan Miller
Helen Chapman;Danielsbury;South;KY;2nd Swing Golf;TX00283;3/3/2025;Cap;Original Penguin Cap;Original Penguin;XXL;Beige;2;68.13;136.26;Credit Card;No;Amber Graves
Susan Olson;Richardsburgh;Northeast;NH;Roger Dunn Golf Shops;TX00284;9/5/2024;Cap;Adidas Cap;Adidas;XS;Navy;3;64.06;192.18;Cash;Yes;Debra White
Joan Perez;Alvarezfurt;South;OK;Golf Discount;TX00285;26/8/2025;Jacket;Original Penguin Jacket;Original Penguin;XS;Gray;3;112.11;336.33;PayPal;Yes;Jessica Marshall
Marissa Williams;North Mikayla;Midwest;ND;PGA Tour Superstore;TX00286;29/9/2024;Pants;Nike Pants;Nike;M;Black;3;125.02;375.06;Debit Card;Yes;Cynthia Pitts
Nicholas Rose;Steeleport;South;MD;Worldwide Golf Shops;TX00287;23/8/2025;Jacket;Bad Birdie Jacket;Bad Birdie;L;Blue;2;103.73;207.46;Debit Card;No;Carrie Hall
Vincent Moore;Ashleemouth;South;SC;PGA Tour Superstore;TX00288;8/1/2024;Skort;Original Penguin Skort;Original Penguin;XL;Pink;2;25.57;51.14;Debit Card;Yes;Anne White
Michael Reynolds;Michaelfort;Midwest;KS;Ashworth;TX00289;1/7/2025;Pants;Adidas Pants;Adidas;XL;Navy;2;65.76;131.52;Cash;Yes;David Rios
Sandra Brown;North Michael;Midwest;IN;Peter Millar;TX00290;4/1/2025;Visor;Peter Millar Visor;Peter Millar;XL;Pink;3;74.08;222.24;Credit Card;No;Rodney Howard
Patrick Small;South Angela;South;FL;Golf Discount;TX00291;6/8/2024;Shorts;Ashworth Shorts;Ashworth;XL;Black;3;41.75;125.25;Credit Card;Yes;Martin Chaney
